brand,product_name,finish,skin_type,price_range,ingredients,ingredients_source,fragrance_free,hypoallergenic,derm_tested,where_to_buy,open_beauty_facts_url,source
Natasha Denona,Lifting Primer Anti-Aging Serum,hydrating,"[""misto"", ""seco"", ""normal""]",$60-$64,-Mineral Talc: Provides a comfortable application- leaving the skin with a smooth finish. Water- Glycerin- Butylene Glycol- Sorbitan Stearate- Stearic Acid- Acacia Senegal Gum- Dimethicone- Cyclopentasiloxane- Cetyl Alcohol- Caprylyl Glycol- Dimethicone/Vinyl Dimethicone Crosspolymer- Hydrolyzed Rhizobian Gum- Triethanolamine- Sodium Hyaluronate- Phenoxyethanol- Peg/ppg-18/18 Dimethicone- Ethylhexylglycerin- Fragrance- Hexylene- Glycol- Methylisothiazolinone.,sephora,False,,,https://www.sephora.com/product/lifting-primer-anti-aging-serum-P411824?icid2=products grid:p411824,,sephora/open-dataset
Natasha Denona,Magic Primer Anti-Shine Flawless Face Base,dewy,"[""oleoso"", ""misto""]",$55-$59,-Dimethicone: Creates a soft- even finish while nourishing and conditioning the skin. Aqua- Adipic Acid/Neopentyl Glycol Crosspolymer- Dimethicone- Cyclopentasiloxane- Glycerin- Sodium Acrylate/sodium Acryloyldimethyl Taurate Copolymer- Isododecane- Vp/Va Copolymer- Isohexadecane- Polysilicone-11- Caprylyl Glycol- Caprylic/Capric Triglyceride- Amodimethicone- Hydroxypropyl Methylcellulose- Polysorbate 80- Fragrance- Hexylene Glycol- Methylisothiazolinone- Tocopherol- Propyl Gallate- Citric Acid.,sephora,False,,,https://www.sephora.com/product/magic-primer-anti-shine-flawless-face-base-P411825?icid2=products grid:p411825,,sephora/open-dataset
OLEHENRIKSEN,Banana Bright Face Primer,dewy,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$35-$39,Water- Squalane- Dimethicone- Cetearyl Alcohol- Glycerin- Caprylic/Capric Triglyceride- Isododecane- Polymethylsilsesquioxane- Mica- Coconut Alkanes- Titanium Dioxide (Ci 77891)- Sclerocarya Birrea Seed Oil- Dilinoleic Acid/Propanediol Copolymer- 3-O-Ethyl Ascorbic Acid- Cetearyl Methicone- Silica- Phenoxyethanol- Cetearyl Glucoside- Xylitylglucoside- Dimethicone/Vinyltrimethylsiloxysilicate Crosspolymer- Anhydroxylitol- Microcrystalline Cellulose- Potassium Cetyl Phosphate- Stevioside- Polysilicone-11- Coco-Caprylate/Caprate- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Xylitol- Tocopherol- Parfum/Fragrance- Potassium Azeloyl Diglycinate- Iron Oxides (Ci 77491)- Dipotassium Glycyrrhizate- Ethylhexylglycerin- Glucose- Xanthan Gum- Sodium Citrate- Citrus Aurantium Dulcis (Orange) Fruit Extract- Citrus Limon (Lemon) Fruit Extract- Hippophae Rhamnoides Extract- Lycium Barbarum Fruit Extract- Rosa Canina Fruit Extract- Sodium Hydroxide- Leuconostoc/Radish Root Ferment Filtrate- Polysorbate 60- Sorbitan Isostearate- Ascorbic Acid- Aroma/Flavor- Sodium Chloride- Citral- Limonene- Linalool.,sephora,False,,,https://www.sephora.com/product/banana-bright-face-primer-P442012?icid2=products grid:p442012,,sephora/open-dataset
Origins,Original Skin™ Pore Perfecting Cooling Primer with Willowherb,dewy,"[""oleoso"", ""seco"", ""normal""]",$30-$34,Water- Dimethyl Ether- Dimethicone- Silica- Glycerin- Alcohol Denat.- Citrus Aurantium Dulcis (Orange) Peel Oil*- Citrus Limon (Lemon) Peel Oil*- Pelargonium Graveolens Flower Oil*- Lavandula Angustifolia (Lavender) Oil*- Amyris Balsamifera Bark Oil*- Citrus Aurantium Bergamia (Bergamot) Fruit Oil*- Eugenia Caryophyllus (Clove) Leaf Oil*- Rosa Damascena Flower Oil*- Eucalyptus Globulus Leaf Oil*- Zingiber Officinale (Ginger) Root Oil*- Mentha Viridis (Spearmint) Leaf Oil*- Limonene- Linalool- Citronellol- Geraniol- Eugenol- Citral- Epilobium Angustifolium Flower/Leaf/Stem Extract- Cistus Incanus Flower/Leaf/Stem Extract- Cucumis Sativus (Cucumber) Fruit Extract- Pyrus Malus (Apple) Fruit Extract- Scutellaria Baicalensis Root Extract- Bambusa Vulgaris (Bamboo) Extract- Pisum Sativum (Pea) Extract- Albizia Julibrissin Bark Extract- Caffeine- Castanea Sativa (Chestnut) Seed Extract- Laminaria Digitata Extract- Arginine- Salicylic Acid- Laminaria Saccharina Extract- Hydrolyzed Jojoba Esters- Sucrose**- Phospholipids- Butylene Glycol- Dimethicone Crosspolymer- Ethylhexylglycerin- Sodium Hyaluronate- Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Beeswax/Cera Alba/Cire D'Abeille- Caprylyl Glycol- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Tocopheryl Acetate- Silica Silylate- Galactoarabinan- Tromethamine- Hexylene Glycol- Sodium Polyacrylate- Glucosamine Hcl- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Disodium Edta- Phenoxyethanol- Mica- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77499)- Iron Oxides (Ci 77491)- Iron Oxides (Ci 77492) * Essential Oil** Organic Sucrose (Brown Sugar)Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats - Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles As defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/original-skin-tm-pore-perfecting-cooling-primer-with-willowherb-P424947?icid2=products grid:p424947,,sephora/open-dataset
PAT McGRATH LABS,Skin Fetish: Sublime Perfection Primer,hydrating,"[""seco""]",$60-$64,-Hyaluronic Acid: Hydrates by attracting moisture from the air to help support preserve the youthful qualities of the skin- including suppleness- elasticity- and tone.-Cosmetic Filler Powder: A coated- microsphere powder meant to mimic the smoothness and clarity of ceramic to fill-in the look of wrinkles and diffuse light- creating an even and luminous surface that also feels incredibly smooth. Water- Glycerin- C13-15 Alkane- Dicaprylyl Carbonate- Ethylene/Acrylic Acid Copolymer- C12-16 Alcohols- Sodium Polyacrylate- Palmitic Acid- Sodium Potassium Aluminum Silicate- Phenoxyethanol- Sodium Stearoyl Glutamate- Hydrogenated Lecithin- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Ethylhexylglycerin- Caprylyl Glycol- Silica- Disodium Edta- Sodium Hydroxide- Fragrance- Polysorbate 60- Sorbitan Isostearate- Sodium Hyaluronate- Poloxamer 338- Peg-8- Tocopherol- Cirsium Eriophorum Callus Extract- Mica- Ascorbyl Palmitate- Ascorbic Acid- Citric Acid- Tocopheryl Acetate- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491).,sephora,False,,,https://www.sephora.com/product/skin-fetish-sublime-perfecting-primer-P447764?icid2=products grid:p447764,,sephora/open-dataset
Perricone MD,No Makeup Instant Blur,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$55-$59,,,,,,https://www.sephora.com/product/no-makeup-instant-blur-P421608?icid2=products grid:p421608,,sephora/open-dataset
Peter Thomas Roth,Max Anti-Shine Mattifying Gel,matte,"[""oleoso""]",$35-$39,-Polysilicone-II: Helps absorb excess oil and create a satiny- matte finish. -Silica: Helps absorb excess oil which prevents light reflection giving the appearance of smaller pores. -Dimethicone: Acts as a skin-conditioning agent. Dimethicone- Cyclopentasiloxane- Polysilicone-11- Cyclomethicone- Isododecane- Cyclotetrasiloxane- Butylene Glycol- Silica- Polyethylene- Water- Laureth-4.,sephora,True,,,https://www.sephora.com/product/max-anti-shine-mattifying-gel-P21170?icid2=products grid:p21170,,sephora/open-dataset
Peter Thomas Roth,Skin To Die For® Redness-Reducing Treatment Primer,natural,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$35-$39,-Centella Asiatica- Blue Water Lily- Licorice Root- and Chamomile: Help comfort and diminish the look of a red- irritated complexion. -Niacinamide- Adenosine- and Glycerin: Help skin appear even-toned- smooth- and moisturized. Water/Aqua/Eau- Cyclopentasiloxane- Glycerin- Neopentyl Glycol Diethylhexanoate- Dimethicone- Butylene Glycol- Titanium Dioxide- Phenyl Trimethicone- Niacinamide- Cetyl Peg/Ppg-10/1 Dimethicone- Sodium Chloride- Quaternium-18 Hectorite- Tocopherol- Adenosine- Madecassoside- Cera Alba (Beeswax)- Nymphaea Caerulea Flower Extract- Glycine Soja (Soybean) Sprout Extract- Glycyrrhiza Glabra (Licorice) Root Extract- Chamomilla Recutita (Matricaria) Flower Extract- Centella Asiatica Extract- Dimethicone/Vinyl Dimethicone Crosspolymer- Ozokerite- Peg-10 Dimethicone- Dimethicone/Peg-10/15 Crosspolymer- Sorbitan Sesquioleate- Propylene Carbonate- Zein- Triethoxycaprylylsilane- Stearic Acid- Silica Dimethyl Silylate- Xanthan Gum- Zea Mays (Corn) Starch- Disodium Edta- Hydrogenated Lecithin- Dipropylene Glycol- Caprylic/Capric Triglyceride- Sodium Citrate- Carbomer- Polysorbate 20- Palmitoyl Pentapeptide-4- Synthetic Fluorphlogopite- Aluminum Hydroxide- Phenoxyethanol- Caprylyl Glycol- Iron Oxides (CI 77491- CI 77492)- Chlorophyllin-Copper Complex (CI 75810).,sephora,,,,https://www.sephora.com/product/skin-to-die-for-redness-reducing-treatment-primer-P448909?icid2=products grid:p448909,,sephora/open-dataset
Peter Thomas Roth,Skin to Die For™ No- Filter Mattifying Primer & Complexion Perfector,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$30-$34,Cyclopentasiloxane- Isododecane- Dimethicone- Stearoxymethicone/Dimethicone Copolymer- Isononyl Isononanoate- Silica- Polysilicone-11- Methyl Methacrylate Crosspolymer- Polymethylsilsesquioxane- Diamond Powder- Enantia Chlorantha Bark Extract- Cassia Angustifolia Seed Polysaccharide- Saccharide Isomerate- Lysophosphatidic Acid- Bht- Lecithin- Oleanolic Acid- Mica- Butylene Glycol- Caprylyl Glycol- Methicone- Ethylhexylglycerin- Water- Amodimethicone- Titanium Dioxide- Alumina- Adipic Acid/Neopentyl Glycol Crosspolymer- Calcium Silicate- Vp/Va Copolymer- Dimethiconol- Hydroxyethylcellulose- Laureth-12- Lysolecithin- Hydroxypropyl Methylcellulose- Chlorphenesin- Potassium Sorbate- Sodium Benzoate- Phenoxyethanol- Iron Oxides (Ci 77499- Ci 77492- Ci 77491).,sephora,,,,https://www.sephora.com/product/skin-to-die-for-tm-no-filter-mattifying-primer-complexion-perfector-P423255?icid2=products grid:p423255,,sephora/open-dataset
REN Clean Skincare,Perfect Canvas Clean Primer,dewy,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$45-$49,-Agave Extract: Smooths skin and delivers a matte finish. -Probiotic Extract: Supports natural surface cell renewal. -Alpha-glucans: Support a healthy skin microbiome. Aqua (Water)- Lactococcus Ferment Lysate- Glycerin- Maltose- Caprylyl/Capryl Glucoside- Alpha-Glucan Oligosaccharide- Agave Tequilana Leaf Extract- Xanthan Gum- Parfum* (Fragrance)- Sodium Hyaluronate- Sodium Benzoate- Phenoxyethanol- Citric Acid- Lactic Acid- Sodium Chloride- Glucose- Limonene- Linalool.A14 Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer- styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/perfect-canvas-skin-finishing-serum-P423666?icid2=products grid:p423666,,sephora/open-dataset
SEPHORA COLLECTION,Beauty Amplifier Afterglow Primer & Luminizer,dewy,"[""normal"", ""misto""]",$15-$19,Water- Cyclopentasiloxane- Butylene Glycol- Mica- Glycerin- Ci 77891 (Titanium Dioxide)- Dimethicone- Pentylene Glycol- Dicaprylyl Carbonate- Phenyl Trimethicone- Phenoxyethanol- Cetearyl Alcohol- Triceteareth-4 Phosphate- Glycol Stearate- Peg-2 Stearate- Glyceryl Stearate- Peg-100 Stearate- Potassium Cetyl Phosphate- Peg-10 Dimethicone- Dimethicone Crosspolymer- Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Sodium Polyacrylate- Isohexadecane- Laureth-23- Parfum (Fragrance)- Xanthan Gum- Ethylhexylglycerin- Polymethylsilsesquioxane- Polysorbate 80- Laureth-4- Ci 77491 (Iron Oxides)- Tin Oxide- Ci 77492 (Iron Oxides)- Potassium Sorbate- Linalool- Sorbitan Oleate- Ci 77499 (Iron Oxides)- Geraniol- Hydroxycitronellal- Tocopherol- Silica.,sephora,False,,,https://www.sephora.com/product/beauty-amplifier-afterglow-primer-luminizer-P403326?icid2=products grid:p403326,,sephora/open-dataset
SEPHORA COLLECTION,Beauty Amplifier Hydrating Face Primer,hydrating,"[""misto"", ""seco"", ""normal""]",$15-$19,Aqua (Water)- Isononyl Isononanoate- Dipropylene Glycol- Alcohol Denat.- Propanediol- Glycerin- Dicaprylyl Ether- Silica- Ppg-26-Buteth-26- Peg-40 Hydrogenated Castor Oil- Menthyl Lactate- Diisostearyl Malate- Phenoxyethanol- Sorbitan Sesquiisostearate- Acrylates Copolymer- Hydroxyethylcellulose- Polymethyl Methacrylate- Parfum (Fragrance)- Sodium Hyaluronate- Propylene Glycol- Sodium Phytate- Opuntia Ficus-Indica Flower Extract- Yeast Extract- Sorbitol- Alcohol- Tocopherol- Ethylhexylglycerin- Ci 42090 (Blue 1)- Disodium Phosphate- Polysorbate 20- Sodium Phosphate.,sephora,False,,,https://www.sephora.com/product/beauty-amplifier-hydrating-face-primer-P443313?icid2=products grid:p443313,,sephora/open-dataset
SEPHORA COLLECTION,Beauty Amplifier Mattifying H2O Gel Primer,matte,"[""oleoso""]",$15-$19,-Green Tea Extract: Mattifies and provides antioxidants.-Damask Rose Extract. Water- Magnesium Aluminum Silicate- Pentylene Glycol- Xanthan Gum- Ethylhexylglycerin- Tocopheryl Acetate- Glycerin- Ci 77491 (Iron Oxides)- Ci 77492 (Iron Oxides)- Rosa Damascena Flower Water- Ci 77499 (Iron Oxides)- Camellia Sinensis Leaf Extract- Benzyl Alcohol- Galactoarabinan- Sodium Benzoate- Potassium Sorbate.,sephora,,,,https://www.sephora.com/product/beauty-amplifier-mattifying-h2o-gel-primer-P417987?icid2=products grid:p417987,,sephora/open-dataset
SEPHORA COLLECTION,Beauty Amplifier Mattifying H2O Gel Primer Mini,matte,"[""oleoso""]",$5-$9,Water- Magnesium Aluminum Silicate- Pentylene Glycol- Xanthan Gum- Ethylhexylglycerin- Tocopheryl Acetate- Glycerin- Ci 77491 (Iron Oxides)- Ci 77492 (Iron Oxides)- Rosa Damascena Flower Water- Ci 77499 (Iron Oxides)- Camellia Sinensis Leaf Extract- Benzyl Alcohol- Galactoarabinan- Sodium Benzoate- Potassium Sorbate.,sephora,,,,https://www.sephora.com/product/beauty-amplifier-mattifying-h2o-gel-primer-mini-P430861?icid2=products grid:p430861,,sephora/open-dataset
SEPHORA COLLECTION,Beauty Amplifier Pore Primer,matte,"[""normal"", ""misto""]",$10-$14,-Apple Cider Vinegar.Octyldodecyl Stearoyl Stearate- Silica- Trimethylsiloxyphenyl Dimethicone- Caprylic/Capric Triglyceride- Isononyl Isononanoate- Nylon-12- Tribehenin- Copernicia Cerifera Cera (Copernicia Cerifera (Carnauba) Wax)- Polyethylene- Aluminum Chlorohydrate- Polymethylsilsesquioxane- Ethylene/Acrylic Acid Copolymer- Ricinus Communis (Castor) Seed Oil- Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter))- Ci 77891 (Titanium Dioxide)- Menthol- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Tocopheryl Acetate- Acetum (Vinegar)- Ci 77492 (Iron Oxides)- Ci 77491 (Iron Oxides)- Water- Poloxamer 338- Ci 77499 (Iron Oxides)- Pyrus Malus (Apple) Fruit Extract- Sodium Benzoate- Potassium Sorbate- Citric Acid.,sephora,,,,https://www.sephora.com/product/beauty-amplifier-pore-primer-P432077?icid2=products grid:p432077,,sephora/open-dataset
SEPHORA COLLECTION,Beauty Amplifier Ultra Smoothing Primer,natural,"[""normal"", ""misto""]",$15-$19,-Vitamin A: Provides essential antioxidants which help defend skin against environmental aggressors. -Ceramides: Hydrate. Cyclopentasiloxane- Dimethicone Crosspolymer- Phenoxyethanol- C12-15 Alkyl Benzoate- Nylon-12- Aqua (Water)- Sorbitan Laurate- C18-36 Acid Glycol Ester- C18-36 Acid Triglyceride- Sodium Hyaluronate- Lactic Acid- Benzyl Alcohol- Dehydroacetic Acid- Palmitoyl Tripeptide-1- Palmitoyl Tetrapeptide-7.,sephora,,,,https://www.sephora.com/product/beauty-amplifier-ultra-smoothing-primer-P412147?icid2=products grid:p412147,,sephora/open-dataset
STELLAR,Brilliant Matte Primer,matte,"[""oleoso"", ""seco""]",$35-$39,-Probicillus Revive: Supports natural collagen production and cell renewal.-Watermelon Extract: Hydrates and soothes stressed skin. Cyclopentasiloxane (and) Dimethicone Crosspolymer- Dimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- C12-15 Alkyl Benzoate-Trimethylsiloxysilicate- Ethylhexylglycerin- Silica- Sodium Hyaluronate- Water- Probacillus Revive- Citrullus Vulgaris (Watermelon) Fruit Extract- Polysorbate 80- PPG-26 Buteth-26- PEG-40 Hydrogenated Castor Oil.,sephora,,,,https://www.sephora.com/product/brilliant-matte-primer-P442958?icid2=products grid:p442958,,sephora/open-dataset
STELLAR,Brilliant Primer,dewy,"[""normal"", ""misto""]",$15-$19,-Ginseng Extract: Provides antioxidant benefits.-Gingko Biloba Extract: Provides antioxidant benefits.-Camellia Leaf Extract: Hydrates. Cyclopentasiloxane- Dimethicone/Vinyl Dimethicone Crosspolymer- Mica- Phenoxyethanol- Carthamus Tinctorius (Safflower) Seed Oil- Retinyl Palmitate- Tocopheryl Acetate- Vitis Vinifera (Grape) Seed Oil- Camellia Sinensis Leaf Extract- Chamomilla Recutita (Matricaria) Flower Extract- Ginkgo Biloba Leaf Extract- Panax Ginseng Root Extract- Aloe Barbadensis Leaf Extract- Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Carmine (Ci 75470).,sephora,,,,https://www.sephora.com/product/brilliant-primer-P420406?icid2=products grid:p420406,,sephora/open-dataset
Shiseido,WASO: Poreless Matte Primer,matte,"[""oleoso"", ""misto""]",$25-$29,-Watercress Extract: Gets skin hydrated and ready for makeup. -Pore-Refining Agent (Glycylglycine): Evens out the surface of the skin while making pores less visible.-Oil-Absorbing Powder: Absorbs excess sebum and prevents shine.Water(Aqua/Eau)- Triethylhexanoin- Methyl Methacrylate Crosspolymer- Butylene Glycol- Glycerin- Propanediol- Synthetic Wax- Dipeptide-15- Trehalose- Phenoxyethanol- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Chlorphenesin- Fragrance (Parfum)- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Squalane- Polyvinyl Alcohol- Saccharide Isomerate- Chromium Hydroxide Green (Ci 77289)- Iron Oxides (Ci 77492)- Bht- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Polysorbate 60- Silica- Potassium Hydroxide- Limonene- Serine- Menthol- Sorbitan Isostearate- Benzyl Benzoate- Eriobotrya Japonica Leaf Protoplasts- Citronellol- Citric Acid- Sodium Citrate- Linalool- Peg-30 Phytosterol- Hydrogenated Lecithin- Trisodium Edta- Nasturtium Officinale Leaf/Stem Extract.,sephora,False,,,https://www.sephora.com/product/shiseido-waso-poreless-matte-primer-P454790?icid2=products grid:p454790,,sephora/open-dataset
Smashbox,Mindful 5 Nourishing Primer Serum,dewy,"[""normal"", ""misto""]",$40-$44,-Hemp Seed Oil-Primer Oil Complex-Red Algae-Green Tea-Prebiotic Water\Aqua\Eau- PEG-40 Hydrogenated Castor Oil- Bis-PEG- 8 Dimethicone- Butylene Glycol- Dimethyl Isosorbide- Glycerin- Bis-PEG-18 Methyl Ether Dimethyl Silane- Cannabis Sativa (Hemp) Seed Oil- Sodium Hyaluronate- Citrullus Lanatus (Watermelon) Fruit Extract- Algae Extract- Lactobacillus Ferment- Prunus Armeniaca (Apricot) Kernel Oil- Natto Gum- Helianthus Annuus (Sunflower) Seed Oil- Simmondsia Chinensis (Jojoba) Seed Oil- Lens Esculenta (Lentil) Fruit Extract- Pyrus Malus (Apple) Fruit Extract- Laminaria Digitata Extract- Ormenis Multicaulis Oil- Zea Mays (Corn) Starch- Cucumis Sativus (Cucumber) Fruit Extract- Camellia Sinensis Leaf Extract- Allantoin- Ethylhexylglycerin- Sodium Hydroxide- Sodium Lactate- Caprylic/Capric Triglyceride- Sodium PCA- Glyceryl Acrylate/Acrylic Acid Copolymer- Polyacrylate Crosspolymer-11- Phenoxyethanol- Potassium Sorbate- Sodium Benzoate- Blue 1 (CI 42090)- Red 40 (CI 16035)- Yellow 5 (CI 19140). Is scented with the oils and extracts of cucumber- chamomile- and fruit.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,sephora,,,,https://www.sephora.com/product/smashbox-mindful-5-nourishing-primer-serum-P453266?icid2=products grid:p453266,,sephora/open-dataset
Smashbox,Mini Photo Finish Oil & Shine Control Primer,matte,"[""normal"", ""misto""]",$15-$19,Water- Dimethicone- Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer- Methyl Trimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Butylene Glycol- Hamamelis Virginiana (Witch Hazel) Water- Calcium Carbonate- Ammonium Acryloyldimethyltaurate/VP Copolymer- Tocopherol- Tocopheryl Acetate- Sodium Hyaluronate- Laminaria Saccharina Extract- Tremella Fuciformis Sporocarp Extract- Hydrolyzed Soy Protein- Glycerin- Ethylhexylglycerin- Betaine- Acetyl Glucosamine- Isononyl Isononanoate- Butyl Avocadate- Polyglyceryl-3 Disiloxane Dimethicone- Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone- Zinc PCA- Isohexadecane- Silica- Nylon-12- Synthetic Fluorphlogopite- Hydroxyapatite- Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer- Trimethylsiloxysilicate- Acrylamide/Sodium Acryloyldimethyltaurate Copolymer- Sodium Chloride- Polysorbate 80- Salicylic Acid- Coconut Acid- BHT- Phenoxyethanol- Benzoic Acid- Potassium Sorbate- Zinc Oxide (CI 77947).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,sephora,,,,https://www.sephora.com/product/smashbox-mini-photo-finish-oil-shine-control-primer-P454349?icid2=products grid:p454349,,sephora/open-dataset
Smashbox,Photo Finish Even Skintone Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$35-$39,Cyclopentasiloxane- Dimethicone Crosspolymer- Cyclohexasiloxane- Dimethicone- Tocopheryl Acetate- Cymbidium Grandiflorum Flower Extract- Aloe Barbadensis Leaf Extract- Carthamus Tinctorius (Safflower) Seed Oil- Cymbopogon Schoenanthus (Lemongrass) Oil- Glycine Soja (Soybean) Oil- Ethylhexylglycerin- Methicone- Caprylic/Capric Triglyceride- Retinyl Palmitate- Ethylhexyl Salicylate- Talc- Caprylyl Glycol- Hexylene Glycol- Phenoxyethanol- [+/- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Chromium Oxide Greens (Ci 77288)- Manganese Violet (Ci 77742)- Ultramarines (Ci 77007)- Yellow 5 Lake (Ci 19140)],sephora,,,,https://www.sephora.com/product/photo-finish-color-correcting-foundation-primer-blend-P420027?icid2=products grid:p420027,,sephora/open-dataset
Smashbox,Photo Finish Foundation Primer,matte,"[""normal"", ""misto""]",$35-$39,Cyclopentasiloxane- Dimethicone- Dimethicone Crosspolymer- Trisiloxane- Silica- Dimethicone/Vinyl Dimethicone Crosspolymer- Ethylhexyl Salicylate- Retinyl Palmitate- Tocopheryl Acetate- Carthamus Tinctorius (Safflower) Seed Extract- Propylene Glycol- Water- Vitis Vinifera (Grape) Seed Extract- Cola Acuminata (Kola) Seed Extract- Camellia Oleifera Leaf Extract.*Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,sephora,,,,https://www.sephora.com/product/photo-finish-foundation-primer-P9889?icid2=products grid:p9889,,sephora/open-dataset
